Company,Month,Overall_Pos,Overall_Neutral,Overall_Neg,Overall_Polarity
oneplus,July,53.33333333,33.33333333,13.33333333,0.190723879
oneplus,August,54.83870968,32.25806452,12.90322581,0.162039716
oneplus,September,50.31847134,36.94267516,12.7388535,0.112993364
oneplus,October,56.08591885,34.72553699,9.188544153,0.187853043
oneplus,November,60,30.1754386,9.824561404,0.222457776
oneplus,December,60.40892193,29.36802974,10.22304833,0.238646034
