Company,Aspect/Topic,Pos,Neutral,Negative,Overall_Polarity
oneplus,giveaway,55.12978986402967,31.767614338689743,13.102595797280594,0.19846278987116464
oneplus,TMobile,50.66666666666667,29.333333333333332,20.0,0.1319333333333333
oneplus,fingerprint,41.37931034482759,35.86206896551724,22.758620689655174,0.07209501418122106
oneplus,price,46.55172413793103,27.586206896551722,25.862068965517242,0.0736002551088758
oneplus,jack,32.20338983050847,33.89830508474576,33.89830508474576,-0.004579116936108454
